Date,New_cases_in_Maharashtra,Recoveries_in_Maharashtra,Deaths_in_Maharashtra,New_cases_in_Karnataka,Recoveries_in_Karnataka,Deaths_in_Karnataka
2020-06-10,2258,1664,120,161,164,2
